pid,pos_title,company_name,pos_summary,pos_start_month,pos_start_year,pos_end_month,pos_end_year,location
61,Sr Tech Writer,Symantec,,09,1996,12,2000,
61,Tech Writer,Apple,,09,1987,04,1996,
63,Owner,Chauhan Computer Consulting,,00,0000,00,0000,
66,IT Consultant,IBM,,10,2015,13,9999,
66,Teaching Assistant,Mills College Graduate School of Business,,08,2013,13,9999,"Oakland, CA"
66,Technical Support Assistant,Mills Teacher Scholars,,08,2012,13,9999,"Oakland, CA"
66,Interpreter,East Bay Community Law Center,,03,2014,04,2014,"Oakland, CA"
66,Marketing Assistant,Puchang Wine Company,,06,2012,08,2012,"Shenzhen, Guangdong, China"
68,Consultant,H5,,03,2015,09,2018,
68,"Contract Attorney, Analytics Team",FTI Consulting,,09,2013,03,2015,
68,Contract Attorney,Adecco at Google Inc.,"Google Discovery Analytics and Production Team
- Collaborated with outside counsel, in-house counsel, and project managers on electronic discovery strategy, data analytics and workflow.
- Performed data analytics on large document populations using advanced tools an... See more",01,2012,09,2013,Mountain View
68,Contract Attorney,Nossaman LLP,"- Prepared evidence for depositions, motion for summary judgment and trial in multidistrict antitrust litigation.
- Drafted privilege logs and summaries of deposition transcripts, witness interviews and grand jury transcripts.... See more",09,2010,01,2012,"San Francisco, CA"
68,Contract Attorney,"Morgan, Lewis & Bockius LLP","- Conducted electronic discovery in both Mandarin and English for issues pertaining to Foreign Corrupt Practices Act (FCPA).
- Selected to conduct quality control of document review project, analyzed and reconciled documents discovered through daily quality control measures.",11,2008,05,2010,"San Francisco, CA"
68,Special Projects Attorney,City University of New York Citizenship and Immigration Project,"- Provided free legal assistance to clients at offices of city officials and community organizations.
- Liaised with city officials to organize events for immigrant outreach.
- Conducted legal research, presented conclusions orally and in writing.... See more",11,2007,06,2008,"New York, NY"
68,Global Data Analyst,"Vestek Systems, Inc., a Division of Thomson Financial","- Analyzed performance and reconciled returns for global market indices.
- Identified inconsistencies within firm’s database of securities.
- Implemented programs and scripts to rectify data discrepancies.",05,2001,07,2002,"San Francisco, CA"
71,Ballet Teacher,Smuin Ballet,,00,2008,13,9999,
71,Ballet Teacher,Alonzo King's LINES Ballet,,10,2007,13,9999,
71,Ballet Teacher,ODC/Dance,,10,2005,13,9999,
71,Ballet Teacher,Berkeley Ballet Theater,,09,1988,13,9999,
71,Ballet Teacher,Shawl Anderson Dance Center,,09,1988,13,9999,
71,Manager for software release team,Lucent Technologies,,05,1999,09,2003,
71,Codeline Manager for software release team,Forte Software,,09,1996,05,1999,
71,Software Release Engineer and Software Tester,Sybase,,01,1993,09,1996,
76,Teacher,Oakland Unified School District,Kindergarten teacher,08,2014,13,9999,"Oakland, California"
76,Student Teacher,Elk Grove Unified School District,,02,2014,13,9999,
76,Research Assistant,American University,,08,2010,12,2012,"Washington, DC"
76,Communications Officer,Tanzania Natural Resource Forum,,03,2008,06,2010,
77,Patent Agent,Apple Inc.,Developed and maintained patent portfolio related to iPod software inventions. Worked with engineers to generate invention disclosures supporting the product line business strategies. Managed outside counsel.,06,2007,10,2008,"Cupertino, CA"
77,IP Counsel,Integrated Device Technology,In charge of company's patent portfolio. Worked with engineers to submit invention disclosures. Reviewed and assigned invention disclosures for review by business groups. Processed patent incentive awards and managed the patent database. Managed company's trademark portfolio. Worked with outside counsel on patent and trademark matters.,05,2005,06,2007,"San Jose, CA"
77,Independent Contractor,Self Employed,"Provided patent prosecution services to clients in the computer hardware and software, telecommunications, optics and semiconductor industries. Served as Acting IP Manager at Foundry Networks.",10,2001,05,2005,Northern California
77,Senior Intellectual Property Manager,PacketVideo,"In charge of PacketVideo's intellectual property matters. Established the company's patent processes, patent review committee and patent incentive award program. Set up patent and trademark docketing systems. Worked with engineers to submit invention disclosures, and to draft and prosecute patent applications. Managed outside counsel on patent and tr... See more",04,2000,10,2001,"San Diego, CA"
77,Corporate Patent Manager,Nikon Research Corporation of America (NRCA),Managed NRCA's patent program including managing the patent docket and patent files. Worked with company engineers to develop invention disclosures. Prepared and prosecuted patent applications. Managed outside patent counsel. Worked with Nikon Corporation's (Japan) Intellectual Property Department to advise on US patent laws and processes.,01,1999,04,2000,"Belmont, CA"
77,Senior Patent Manager,Quantum Corporation,Prepared and prosecuted patent applications. Managed daily operations of the patent group. Managed the foreign patent filing process. Managed the corporate trademark process. Managed domestic and foreign patent counsel.,10,1995,02,1999,"Milpitas, CA"
77,Patent Agent,Sheldon & Mak,"Prepared and prosecuted patent applications in the areas of computer memory systems, semiconductor processing systems, and mechanical devices. Provided litigation support for various intellectual property cases.",05,1994,10,1995,
77,Primary Patent Examiner,USPTO,Examined patent application in the area of computer architecture. Assigned to a special detail at Patent Classification for a patent reclassification project. Assigned to a special detail at The Office of the Solicitor. Wrote an appeal brief for the Court of Appeals for the Federal Circuit.,01,1987,05,1994,
79,Support Engineer,Greater Giving,,05,2013,13,9999,"Beaverton, OR"
79,Support Engineer,InComm,,03,2011,05,2013,"Atlanta, Ga"
79,Teaching Assistant,Georgia Institute of Technology,,01,2011,05,2011,"Atlanta, Ga"
79,Research Assistant,InComm,,05,2010,12,2010,
79,Graduate Research Assistant,Georgia Institute of Technology,,05,2008,05,2010,
79,Senior Application Analyst,InComm,,02,2004,05,2008,
79,Merchant Service Representative,InComm,,02,2004,09,2004,
79,Teaching Assistant,Mills College,,01,2000,05,2002,
80,Computer Engineer,University of Virginia,,03,2019,13,9999,
80,Research Scientist,University of Virginia,,11,2010,13,9999,
80,Research Associate,University of Virginia,,07,2007,11,2010,
80,Lecturer,University of Virginia,"Taught core computer science courses: CS 101E: Introduction to Computer Science (Spring 2007), CS 216: Program and Data Representation (Fall 2006 - Spring 2007)
CS 333: Computer Architecture (Fall 2006)",08,2006,05,2007,
80,Intern,IBM Austin Research Laboratory,,00,0000,00,0000,
84,Math Instructional Assistant,Palo Alto Unified School District,,08,2018,13,9999,
84,Math Tutor,Self-Employed,,01,2017,13,9999,
84,President of the Board,Peninsula Women's Chorus,,06,2012,06,2015,
85,IT Applications Analyst,County Administrative Office,,01,2018,13,9999,"Eureka, CA"
85,Senior Data Integrity Specialist,Mathematical Sciences Publishers,,07,2015,13,9999,"Berkeley, CA"
85,Web Developer,"Eco & Associates, Inc.",,06,2013,08,2013,"Orange County, California Area"
86,Director of Budget Operations,Maryland Department of Natural Resources,,11,2016,13,9999,"Annapolis, MD"
86,Town Manager,"Betterton, Maryland",,08,2014,03,2016,
86,"Graduate Research, Public Policy Department",Mills College,,08,2013,05,2014,"Oakland, CA"
86,Management Analyst,San Joaquin County Flood Control & Water Conservation District,,04,2007,06,2011,"Stockton, CA"
87,"Chair, Computer Science Department",City College of San Francisco,,00,0000,00,0000,
89,Client Integration Engineer,Adobe,"I currently work for Adobe as a Client Integration Engineer for the Identity Services team. I support both internal and external clients integrating their users for utilization of Adobe products. My day to day duties include troubleshooting issues, delegating resources, tracking down and resolving bugs, and developing new API's. For support I guide clients through utilization of my teams API's, provision access to services, and meet with clients to influence future development.",01,2017,13,9999,Greater Seattle Area
89,Cloud Solutions Consultant,Thomson Reuters,"Building customized integrations for clients as well as giving consultation and technical support. Each integration is unique and requires clear, regular communication with our clients employees across multiple departments as well as third party vendors. My day to day duties are to build custom integrations, communicate with clients daily answering their qu... See more",01,2015,01,2017,"Bellevue, WA"
